Project,Category,Voter Profile
Renovate and Upgrade Marcy Library Auditorium,"Arts, Culture & Community","{'Age': 56, 'Gender': 'Other', 'Preferences': {'Category': 'Arts, Culture & Community', 'Cost Sensitivity': 0.10401940417406068, 'Impact Preference': 0.5983370980624585}}"
Renovate and Upgrade Marcy Library Auditorium,"Arts, Culture & Community","{'Age': 45, 'Gender': 'Male', 'Preferences': {'Category': 'Arts, Culture & Community', 'Cost Sensitivity': 0.7638367477418209, 'Impact Preference': 0.7485405194497043}}"
Renovate and Upgrade Marcy Library Auditorium,"Arts, Culture & Community","{'Age': 63, 'Gender': 'Other', 'Preferences': {'Category': 'Arts, Culture & Community', 'Cost Sensitivity': 0.17810117959515462, 'Impact Preference': 0.9707599529386076}}"
Renovate and Upgrade Marcy Library Auditorium,"Arts, Culture & Community","{'Age': 26, 'Gender': 'Female', 'Preferences': {'Category': 'Arts, Culture & Community', 'Cost Sensitivity': 0.10103015727321701, 'Impact Preference': 0.287747221780879}}"
Renovate and Upgrade Marcy Library Auditorium,"Arts, Culture & Community","{'Age': 27, 'Gender': 'Other', 'Preferences': {'Category': 'Arts, Culture & Community', 'Cost Sensitivity': 0.8984074059053468, 'Impact Preference': 0.1680813945180255}}"
Renovate and Upgrade Marcy Library Auditorium,"Arts, Culture & Community","{'Age': 47, 'Gender': 'Other', 'Preferences': {'Category': 'Arts, Culture & Community', 'Cost Sensitivity': 0.3267062755963888, 'Impact Preference': 0.33855797599367987}}"
Renovate and Upgrade Marcy Library Auditorium,"Arts, Culture & Community","{'Age': 46, 'Gender': 'Other', 'Preferences': {'Category': 'Arts, Culture & Community', 'Cost Sensitivity': 0.17814639648904357, 'Impact Preference': 0.48344045792604884}}"
Renovate and Upgrade Marcy Library Auditorium,"Arts, Culture & Community","{'Age': 59, 'Gender': 'Male', 'Preferences': {'Category': 'Arts, Culture & Community', 'Cost Sensitivity': 0.7313784113167979, 'Impact Preference': 0.26379767907687024}}"
Renovate and Upgrade Marcy Library Auditorium,"Arts, Culture & Community","{'Age': 40, 'Gender': 'Male', 'Preferences': {'Category': 'Arts, Culture & Community', 'Cost Sensitivity': 0.9166534797212053, 'Impact Preference': 0.7613232416131436}}"
Renovate and Upgrade Marcy Library Auditorium,"Arts, Culture & Community","{'Age': 62, 'Gender': 'Male', 'Preferences': {'Category': 'Arts, Culture & Community', 'Cost Sensitivity': 0.9983137281487312, 'Impact Preference': 0.3029356987233824}}"
Renovate and Upgrade Marcy Library Auditorium,"Arts, Culture & Community","{'Age': 24, 'Gender': 'Other', 'Preferences': {'Category': 'Arts, Culture & Community', 'Cost Sensitivity': 0.17976246690107228, 'Impact Preference': 0.5369025052357594}}"
Renovate and Upgrade Marcy Library Auditorium,"Arts, Culture & Community","{'Age': 47, 'Gender': 'Male', 'Preferences': {'Category': 'Arts, Culture & Community', 'Cost Sensitivity': 0.15582457617462084, 'Impact Preference': 0.44452871531202454}}"
Renovate and Upgrade Marcy Library Auditorium,"Arts, Culture & Community","{'Age': 61, 'Gender': 'Other', 'Preferences': {'Category': 'Arts, Culture & Community', 'Cost Sensitivity': 0.10672700358783743, 'Impact Preference': 0.20217162955689438}}"
Renovate and Upgrade Marcy Library Auditorium,"Arts, Culture & Community","{'Age': 26, 'Gender': 'Male', 'Preferences': {'Category': 'Arts, Culture & Community', 'Cost Sensitivity': 0.1573869451548874, 'Impact Preference': 0.28835599954358604}}"
Renovate and Upgrade Marcy Library Auditorium,"Arts, Culture & Community","{'Age': 26, 'Gender': 'Female', 'Preferences': {'Category': 'Arts, Culture & Community', 'Cost Sensitivity': 0.42260770203573594, 'Impact Preference': 0.6153279326200015}}"
Renovate and Upgrade Marcy Library Auditorium,"Arts, Culture & Community","{'Age': 65, 'Gender': 'Female', 'Preferences': {'Category': 'Arts, Culture & Community', 'Cost Sensitivity': 0.9620596928886777, 'Impact Preference': 0.6643691862932809}}"
Renovate and Upgrade Marcy Library Auditorium,"Arts, Culture & Community","{'Age': 62, 'Gender': 'Other', 'Preferences': {'Category': 'Arts, Culture & Community', 'Cost Sensitivity': 0.636963359048683, 'Impact Preference': 0.6369224355547661}}"
4 Science Carts for Bed-Stuy New Beginnings,Education,"{'Age': 49, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.47599390621914506, 'Impact Preference': 0.5992229503604207}}"
4 Science Carts for Bed-Stuy New Beginnings,Education,"{'Age': 30, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.25289140748929706, 'Impact Preference': 0.8939221730716336}}"
4 Science Carts for Bed-Stuy New Beginnings,Education,"{'Age': 25, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.4581520212362332, 'Impact Preference': 0.19657244462230405}}"
4 Science Carts for Bed-Stuy New Beginnings,Education,"{'Age': 63, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.8097441285106948, 'Impact Preference': 0.2786711506267603}}"
4 Science Carts for Bed-Stuy New Beginnings,Education,"{'Age': 22, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9317684404055545, 'Impact Preference': 0.31737157571265046}}"
4 Science Carts for Bed-Stuy New Beginnings,Education,"{'Age': 53, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.7855370247334513, 'Impact Preference': 0.4245555322730561}}"
4 Science Carts for Bed-Stuy New Beginnings,Education,"{'Age': 19, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6465790852390705, 'Impact Preference': 0.24267361517353764}}"
Dance Studio at P.S. 3,Education,"{'Age': 49, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9131362225809555, 'Impact Preference': 0.2445738500309853}}"
Dance Studio at P.S. 3,Education,"{'Age': 30, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.7182430411952594, 'Impact Preference': 0.41613443043117737}}"
Dance Studio at P.S. 3,Education,"{'Age': 54, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.3773980396414276, 'Impact Preference': 0.11478641751975512}}"
Dance Studio at P.S. 3,Education,"{'Age': 50, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6743585086981705, 'Impact Preference': 0.3366511632779168}}"
Dance Studio at P.S. 3,Education,"{'Age': 34, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6974500280517012, 'Impact Preference': 0.4093164240763345}}"
Dance Studio at P.S. 3,Education,"{'Age': 21, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.4559938037396921, 'Impact Preference': 0.20334408573836227}}"
Dance Studio at P.S. 3,Education,"{'Age': 18, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.3419343003086214, 'Impact Preference': 0.36410680805446616}}"
Dance Studio at P.S. 3,Education,"{'Age': 25, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6810961231560484, 'Impact Preference': 0.7593833952041987}}"
Dance Studio at P.S. 3,Education,"{'Age': 41, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.5515379480152821, 'Impact Preference': 0.7137271845395158}}"
Dance Studio at P.S. 3,Education,"{'Age': 48, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6844241384421693, 'Impact Preference': 0.5244791555350811}}"
Dance Studio at P.S. 3,Education,"{'Age': 46, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.4770553126045558, 'Impact Preference': 0.36710734265805545}}"
New Laptops for P.S. 59,Education,"{'Age': 49, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.17644193628067648, 'Impact Preference': 0.6197197832626835}}"
New Laptops for P.S. 59,Education,"{'Age': 30, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6047753563472773, 'Impact Preference': 0.43619599622491634}}"
New Laptops for P.S. 59,Education,"{'Age': 65, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.8509928863792733, 'Impact Preference': 0.5345400047876949}}"
New Laptops for P.S. 59,Education,"{'Age': 62, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.8007012701534194, 'Impact Preference': 0.6156317482625977}}"
New Laptops for P.S. 59,Education,"{'Age': 42, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.8746601681504284, 'Impact Preference': 0.4159628746010289}}"
New Laptops for P.S. 59,Education,"{'Age': 38, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.3388087364613967, 'Impact Preference': 0.3384651681024846}}"
New Laptops for P.S. 59,Education,"{'Age': 43, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.8951714898427701, 'Impact Preference': 0.7908927631273424}}"
New Laptops for P.S. 59,Education,"{'Age': 62, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.21638624996322592, 'Impact Preference': 0.9269213458208588}}"
New Laptops for P.S. 59,Education,"{'Age': 38, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.5786467037633922, 'Impact Preference': 0.13437831415763332}}"
New Laptops for P.S. 59,Education,"{'Age': 42, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9795358713913708, 'Impact Preference': 0.44875575159951486}}"
New Laptops for P.S. 59,Education,"{'Age': 63, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6469101938293608, 'Impact Preference': 0.6738279300917167}}"
New Laptops for P.S. 59,Education,"{'Age': 38, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.46590859127477835, 'Impact Preference': 0.43301104114022204}}"
New Laptops for P.S. 59,Education,"{'Age': 53, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.7736366633986963, 'Impact Preference': 0.10455076273080675}}"
New Laptops for P.S. 59,Education,"{'Age': 30, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9167799927055809, 'Impact Preference': 0.7472762395111845}}"
Smartboards for Smart Kids!,Education,"{'Age': 47, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.7482124134201539, 'Impact Preference': 0.7113946547330912}}"
Smartboards for Smart Kids!,Education,"{'Age': 55, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.7808637533746028, 'Impact Preference': 0.9120439402249326}}"
Smartboards for Smart Kids!,Education,"{'Age': 40, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.1801140440836771, 'Impact Preference': 0.2945035043375095}}"
Smartboards for Smart Kids!,Education,"{'Age': 42, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6697738134544108, 'Impact Preference': 0.9296267950522361}}"
Smartboards for Smart Kids!,Education,"{'Age': 36, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.4371345178423449, 'Impact Preference': 0.9574859843212676}}"
Smartboards for Smart Kids!,Education,"{'Age': 50, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9781627967578128, 'Impact Preference': 0.34196748097751906}}"
Smartboards for Smart Kids!,Education,"{'Age': 28, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9639813800303408, 'Impact Preference': 0.7080932955208215}}"
Smartboards for Smart Kids!,Education,"{'Age': 62, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.2040792996594973, 'Impact Preference': 0.5035766294575013}}"
Smartboards for Smart Kids!,Education,"{'Age': 54, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6618723284625678, 'Impact Preference': 0.39252362462184665}}"
Smartboards for Smart Kids!,Education,"{'Age': 25, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.25046040388107205, 'Impact Preference': 0.21852273463797484}}"
Smartboards for Smart Kids!,Education,"{'Age': 30, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.8842141098455216, 'Impact Preference': 0.3335918975565532}}"
Smartboards for Smart Kids!,Education,"{'Age': 55, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.28256656622801757, 'Impact Preference': 0.8907148790025246}}"
Smartboards for Smart Kids!,Education,"{'Age': 56, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.5686188709818956, 'Impact Preference': 0.6821686362201616}}"
Smartboards for Smart Kids!,Education,"{'Age': 38, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.45434580905400834, 'Impact Preference': 0.9482211468035081}}"
Smartboards for Smart Kids!,Education,"{'Age': 37, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.5006138777078146, 'Impact Preference': 0.40417127523167395}}"
Smartboards for Smart Kids!,Education,"{'Age': 58, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.2898312268256801, 'Impact Preference': 0.8240404285112234}}"
Smartboards for Smart Kids!,Education,"{'Age': 32, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.46695402967003063, 'Impact Preference': 0.5488861955543772}}"
Security Cameras for Albany Houses,Housing,"{'Age': 41, 'Gender': 'Male', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.2328998019675752, 'Impact Preference': 0.1626169773832219}}"
Security Cameras for Albany Houses,Housing,"{'Age': 18, 'Gender': 'Female', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.8914449183402425, 'Impact Preference': 0.12288361837615591}}"
Security Cameras for Albany Houses,Housing,"{'Age': 26, 'Gender': 'Female', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.8252083501775628, 'Impact Preference': 0.9410012196023112}}"
Security Cameras for Albany Houses,Housing,"{'Age': 21, 'Gender': 'Other', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.8013241148872887, 'Impact Preference': 0.28799069388494175}}"
Security Cameras for Albany Houses,Housing,"{'Age': 27, 'Gender': 'Male', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.6711801943757478, 'Impact Preference': 0.5077849719296404}}"
Security Cameras for Albany Houses,Housing,"{'Age': 42, 'Gender': 'Male', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.7027196942495767, 'Impact Preference': 0.6504166469432162}}"
Security Cameras for Albany Houses,Housing,"{'Age': 30, 'Gender': 'Male', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.22904902538448793, 'Impact Preference': 0.4420267586105393}}"
Security Cameras for Albany Houses,Housing,"{'Age': 46, 'Gender': 'Other', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.7235535162238038, 'Impact Preference': 0.41084464850665425}}"
Security Cameras for Albany Houses,Housing,"{'Age': 56, 'Gender': 'Male', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.3793716699745868, 'Impact Preference': 0.1548314158839379}}"
Security Cameras for Albany Houses,Housing,"{'Age': 64, 'Gender': 'Male', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.1460769620894513, 'Impact Preference': 0.1516181189471228}}"
Security Cameras for Albany Houses,Housing,"{'Age': 50, 'Gender': 'Male', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.3694167564845462, 'Impact Preference': 0.3235064812787083}}"
Security Cameras for Albany Houses,Housing,"{'Age': 46, 'Gender': 'Female', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.5078694547106429, 'Impact Preference': 0.30512562224908935}}"
Security Cameras for Marcy Houses Senior Buildings,Housing,"{'Age': 27, 'Gender': 'Other', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.760496370671717, 'Impact Preference': 0.19637679090849788}}"
Security Cameras for Marcy Houses Senior Buildings,Housing,"{'Age': 48, 'Gender': 'Female', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.5426957509960206, 'Impact Preference': 0.5159014190758946}}"
Security Cameras for Marcy Houses Senior Buildings,Housing,"{'Age': 22, 'Gender': 'Female', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.4336073977935224, 'Impact Preference': 0.7625652224373772}}"
Security Cameras for Marcy Houses Senior Buildings,Housing,"{'Age': 40, 'Gender': 'Other', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.37835431033583977, 'Impact Preference': 0.298713282875599}}"
Security Cameras for Marcy Houses Senior Buildings,Housing,"{'Age': 41, 'Gender': 'Female', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.6011957394758582, 'Impact Preference': 0.5536060235718233}}"
Security Cameras for Marcy Houses Senior Buildings,Housing,"{'Age': 22, 'Gender': 'Other', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.2723133207030486, 'Impact Preference': 0.33566703270203163}}"
Security Cameras for Marcy Houses Senior Buildings,Housing,"{'Age': 59, 'Gender': 'Female', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.8823152569191618, 'Impact Preference': 0.7189330128059132}}"
Security Cameras for Marcy Houses Senior Buildings,Housing,"{'Age': 41, 'Gender': 'Other', 'Preferences': {'Category': 'Housing', 'Cost Sensitivity': 0.25536509434338406, 'Impact Preference': 0.45681643603397315}}"
A Top-Notch Dog Run for District 36,Parks & Recreation,"{'Age': 52, 'Gender': 'Female', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.29205533193966676, 'Impact Preference': 0.36927039202103873}}"
A Top-Notch Dog Run for District 36,Parks & Recreation,"{'Age': 52, 'Gender': 'Male', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.30088449518061633, 'Impact Preference': 0.4581005673852089}}"
A Top-Notch Dog Run for District 36,Parks & Recreation,"{'Age': 31, 'Gender': 'Other', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.9657039084433094, 'Impact Preference': 0.6501217761340723}}"
A Top-Notch Dog Run for District 36,Parks & Recreation,"{'Age': 61, 'Gender': 'Female', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.9553899301488449, 'Impact Preference': 0.3751693633896672}}"
A Top-Notch Dog Run for District 36,Parks & Recreation,"{'Age': 36, 'Gender': 'Female', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.35388461955236605, 'Impact Preference': 0.4861598947706004}}"
Upgrade Brower Park Basketball Courts,Parks & Recreation,"{'Age': 42, 'Gender': 'Male', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.32836533773601234, 'Impact Preference': 0.29905507289296657}}"
Upgrade Brower Park Basketball Courts,Parks & Recreation,"{'Age': 22, 'Gender': 'Other', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.6743884071429014, 'Impact Preference': 0.7769576844739001}}"
Upgrade Brower Park Basketball Courts,Parks & Recreation,"{'Age': 40, 'Gender': 'Other', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.8623607748124117, 'Impact Preference': 0.6841441969477978}}"
Upgrade Brower Park Basketball Courts,Parks & Recreation,"{'Age': 62, 'Gender': 'Male', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.596781319152725, 'Impact Preference': 0.575626107226834}}"
Upgrade Brower Park Basketball Courts,Parks & Recreation,"{'Age': 19, 'Gender': 'Other', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.39827613986205246, 'Impact Preference': 0.546644720371867}}"
Upgrade Hattie Carthan Playground Handball Courts,Parks & Recreation,"{'Age': 53, 'Gender': 'Other', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.5009053933790829, 'Impact Preference': 0.42992667884647684}}"
Upgrade Hattie Carthan Playground Handball Courts,Parks & Recreation,"{'Age': 51, 'Gender': 'Male', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.6344549356248993, 'Impact Preference': 0.22476733019481931}}"
Upgrade Hattie Carthan Playground Handball Courts,Parks & Recreation,"{'Age': 18, 'Gender': 'Female', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.4044435650395245, 'Impact Preference': 0.34136941498353424}}"
Upgrade Hattie Carthan Playground Handball Courts,Parks & Recreation,"{'Age': 51, 'Gender': 'Female', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.7565487093017611, 'Impact Preference': 0.8205176055045972}}"
Upgrade Hattie Carthan Playground Handball Courts,Parks & Recreation,"{'Age': 24, 'Gender': 'Female', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.7570230407233296, 'Impact Preference': 0.6820755516142731}}"
Upgrade Hattie Carthan Playground Handball Courts,Parks & Recreation,"{'Age': 24, 'Gender': 'Male', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.22408272117754124, 'Impact Preference': 0.7798239189770212}}"
Upgrade Hattie Carthan Playground Handball Courts,Parks & Recreation,"{'Age': 43, 'Gender': 'Female', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.457612483062631, 'Impact Preference': 0.7297049818116903}}"
Upgrade Hattie Carthan Playground Handball Courts,Parks & Recreation,"{'Age': 47, 'Gender': 'Other', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.19067687226487415, 'Impact Preference': 0.9582041186202522}}"
Upgrade Hattie Carthan Playground Handball Courts,Parks & Recreation,"{'Age': 32, 'Gender': 'Female', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.902041781923176, 'Impact Preference': 0.44667582817216156}}"
Upgrade Hattie Carthan Playground Handball Courts,Parks & Recreation,"{'Age': 41, 'Gender': 'Female', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.813153513123101, 'Impact Preference': 0.13641509036985205}}"
Upgrade Hattie Carthan Playground Handball Courts,Parks & Recreation,"{'Age': 39, 'Gender': 'Other', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.4280658385728684, 'Impact Preference': 0.956031520602798}}"
Upgrade Hattie Carthan Playground Handball Courts,Parks & Recreation,"{'Age': 22, 'Gender': 'Female', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.39485177642296077, 'Impact Preference': 0.7617328950763474}}"
Upgrade Hattie Carthan Playground Handball Courts,Parks & Recreation,"{'Age': 50, 'Gender': 'Female', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.3564475934527249, 'Impact Preference': 0.33918523590887445}}"
Upgrade Hattie Carthan Playground Handball Courts,Parks & Recreation,"{'Age': 39, 'Gender': 'Female', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.4543980048145545, 'Impact Preference': 0.5424249124244842}}"
Upgrade Hattie Carthan Playground Handball Courts,Parks & Recreation,"{'Age': 53, 'Gender': 'Male', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.32662975614112044, 'Impact Preference': 0.2790497397325192}}"
Upgrade Hattie Carthan Playground Handball Courts,Parks & Recreation,"{'Age': 61, 'Gender': 'Male', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.7858798204723425, 'Impact Preference': 0.6314127503552133}}"
Goodbye to Sidewalk Cracks,Transit,"{'Age': 61, 'Gender': 'Female', 'Preferences': {'Category': 'Transit', 'Cost Sensitivity': 0.9829064081168223, 'Impact Preference': 0.8233712381415317}}"
Goodbye to Sidewalk Cracks,Transit,"{'Age': 28, 'Gender': 'Male', 'Preferences': {'Category': 'Transit', 'Cost Sensitivity': 0.4672872019915827, 'Impact Preference': 0.5760073230804177}}"
Goodbye to Sidewalk Cracks,Transit,"{'Age': 18, 'Gender': 'Other', 'Preferences': {'Category': 'Transit', 'Cost Sensitivity': 0.8059764195689222, 'Impact Preference': 0.4896762131850019}}"
Goodbye to Sidewalk Cracks,Transit,"{'Age': 31, 'Gender': 'Male', 'Preferences': {'Category': 'Transit', 'Cost Sensitivity': 0.2736344665782656, 'Impact Preference': 0.24069820240698667}}"
Goodbye to Sidewalk Cracks,Transit,"{'Age': 65, 'Gender': 'Male', 'Preferences': {'Category': 'Transit', 'Cost Sensitivity': 0.6458602855684226, 'Impact Preference': 0.26036882662429306}}"
Goodbye to Sidewalk Cracks,Transit,"{'Age': 25, 'Gender': 'Other', 'Preferences': {'Category': 'Transit', 'Cost Sensitivity': 0.35532366575023555, 'Impact Preference': 0.34134385627860797}}"
Goodbye to Sidewalk Cracks,Transit,"{'Age': 55, 'Gender': 'Female', 'Preferences': {'Category': 'Transit', 'Cost Sensitivity': 0.8769408542449169, 'Impact Preference': 0.3643929332482533}}"
Goodbye to Sidewalk Cracks,Transit,"{'Age': 34, 'Gender': 'Female', 'Preferences': {'Category': 'Transit', 'Cost Sensitivity': 0.9470844466302155, 'Impact Preference': 0.5558204019673378}}"
Goodbye to Sidewalk Cracks,Transit,"{'Age': 41, 'Gender': 'Other', 'Preferences': {'Category': 'Transit', 'Cost Sensitivity': 0.346912426908051, 'Impact Preference': 0.5780895374204558}}"
Goodbye to Sidewalk Cracks,Transit,"{'Age': 55, 'Gender': 'Female', 'Preferences': {'Category': 'Transit', 'Cost Sensitivity': 0.5847754848847714, 'Impact Preference': 0.33717215886224794}}"
Goodbye to Sidewalk Cracks,Transit,"{'Age': 56, 'Gender': 'Other', 'Preferences': {'Category': 'Transit', 'Cost Sensitivity': 0.5682598226534695, 'Impact Preference': 0.8518774543058427}}"
Goodbye to Sidewalk Cracks,Transit,"{'Age': 21, 'Gender': 'Male', 'Preferences': {'Category': 'Transit', 'Cost Sensitivity': 0.5152333720732934, 'Impact Preference': 0.4535597424876163}}"
Goodbye to Sidewalk Cracks,Transit,"{'Age': 40, 'Gender': 'Other', 'Preferences': {'Category': 'Transit', 'Cost Sensitivity': 0.3046198814437045, 'Impact Preference': 0.20715093664183354}}"
Goodbye to Sidewalk Cracks,Transit,"{'Age': 35, 'Gender': 'Female', 'Preferences': {'Category': 'Transit', 'Cost Sensitivity': 0.5184249854981738, 'Impact Preference': 0.5841115336631872}}"
Goodbye to Sidewalk Cracks,Transit,"{'Age': 41, 'Gender': 'Male', 'Preferences': {'Category': 'Transit', 'Cost Sensitivity': 0.8485377546539571, 'Impact Preference': 0.3345407832215243}}"
Goodbye to Sidewalk Cracks,Transit,"{'Age': 25, 'Gender': 'Female', 'Preferences': {'Category': 'Transit', 'Cost Sensitivity': 0.1540625184329843, 'Impact Preference': 0.40724642125929933}}"
Goodbye to Sidewalk Cracks,Transit,"{'Age': 50, 'Gender': 'Other', 'Preferences': {'Category': 'Transit', 'Cost Sensitivity': 0.4808878314699495, 'Impact Preference': 0.33036272866922123}}"
Goodbye to Sidewalk Cracks,Transit,"{'Age': 47, 'Gender': 'Male', 'Preferences': {'Category': 'Transit', 'Cost Sensitivity': 0.8619437765099889, 'Impact Preference': 0.7586394743828675}}"
Goodbye to Sidewalk Cracks,Transit,"{'Age': 64, 'Gender': 'Male', 'Preferences': {'Category': 'Transit', 'Cost Sensitivity': 0.519467821849089, 'Impact Preference': 0.9745914837751904}}"
